satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left,,salary_figure,new_salaries,,,,low,,
0.55,0.98,3,169,2,0,0,support,medium,0,,40506,56000,,,,,,
0.24,0.38,6,109,2,0,0,support,medium,0,,30434,50000,,,,,,
0.65,0.77,4,273,2,0,0,support,high,0,,76378,80000,,,,,,
0.44,0.42,3,178,3,0,0,support,high,0,,63585,80000,,,,,,
0.98,0.67,4,189,4,0,0,support,high,0,,71357,80000,,,,,,
0.69,0.8,5,203,2,1,0,support,high,0,,59266,80000,,,,,,
0.71,0.56,3,177,4,0,0,support,high,0,,78337,80000,,,,,,
0.54,0.71,5,253,2,1,0,support,high,0,,63620,90000,,,,,,
0.77,0.98,3,273,3,0,0,support,high,0,,80893,85000,,,,,,
0.53,0.43,2,139,3,0,0,support,high,0,,63329,80000,,,,,,
0.64,0.72,3,185,2,1,0,technical,high,0,,80505,85000,,,,,,
0.69,0.59,5,182,4,0,0,technical,high,0,,79746,85000,,,,,,
0.93,0.71,5,270,2,0,0,technical,high,0,,80471,90000,,,,,,
0.58,0.65,3,139,4,0,0,management,high,0,,61961,90000,,,,,,
0.33,0.46,5,261,6,1,0,IT,low,0,,23070,23500,,,,,,
0.95,0.57,3,238,3,0,0,IT,low,0,,21160,25500,,,,,,
0.65,0.9,3,241,3,0,0,IT,low,0,,14084,25500,,,,,,
0.9,0.7,3,223,2,0,0,IT,low,0,,15122,24500,,,,,,
0.59,0.8,3,258,3,1,0,IT,low,0,,24241,24500,,,,,,
0.88,0.55,4,205,4,0,0,product_mng,low,0,,16639,23500,,,,,,
0.63,0.83,4,243,4,0,0,product_mng,low,0,,14633,23500,,,,,,
0.53,0.61,4,198,2,0,0,product_mng,low,0,,15546,24500,,,,,,
0.63,0.64,4,178,3,0,0,product_mng,low,0,,18270,24500,,,,,,
0.96,0.76,4,158,3,0,0,IT,low,0,,20359,24500,,,,,,
0.7,0.73,3,194,2,0,0,RandD,low,0,,15112,24500,,,,,,
0.73,0.36,4,253,2,1,0,RandD,low,0,,19592,23500,,,,,,
0.94,0.8,4,228,2,0,0,RandD,low,0,,24203,24500,,,,,,
0.82,0.58,5,227,3,0,0,RandD,low,0,,16603,23500,,,,,,
0.44,0.63,3,162,2,0,0,RandD,low,0,,14292,24500,,,,,,
0.58,0.9,5,257,3,0,0,marketing,medium,0,,39630,56000,,,,,,
0.55,0.97,2,140,2,0,0,sales,medium,0,,38171,43000,,,,,,
0.92,0.84,3,164,2,0,0,accounting,medium,0,,49723,56000,,,,,,
0.91,0.59,4,177,4,0,0,support,medium,0,,45806,43000,,,,,,
0.69,0.61,4,260,4,0,0,technical,medium,0,,34972,43000,,,,,,
0.23,0.7,4,233,2,0,0,management,medium,0,,27663,43000,,,,,,
0.21,0.81,4,227,5,0,0,marketing,medium,0,,26644,43000,,,,,,
0.51,0.6,4,140,3,0,0,marketing,medium,0,,46266,50000,,,,,,
0.73,0.74,3,254,4,1,0,marketing,medium,0,,41002,56000,,,,,,
0.65,0.67,3,245,3,0,0,sales,medium,0,,36260,43000,,,,,,
0.64,0.48,2,157,2,0,0,sales,medium,0,,47027,56000,,,,,,
0.77,0.49,3,265,3,0,0,sales,medium,0,,45521,56000,,,,,,
0.71,0.79,4,261,3,0,0,sales,high,0,,60077,90000,,,,,,
0.2,0.38,6,212,6,0,0,sales,high,0,,79354,80000,,,,,,
0.99,0.57,4,216,3,0,0,sales,high,0,,51996,85000,,,,,,
0.77,0.57,4,238,3,0,0,sales,high,0,,65255,80000,,,,,,
0.8,0.56,2,204,3,0,0,sales,high,0,,55224,85000,,,,,,
0.97,0.5,4,216,2,0,0,sales,high,0,,76014,90000,,,,,,
0.89,0.53,4,208,3,0,0,sales,high,0,,61752,85000,,,,,,
0.97,0.7,4,218,2,0,0,sales,high,0,,78710,85000,,,,,,
0.23,0.99,5,176,4,1,0,sales,low,0,,15534,25500,,,,,,
0.6,0.75,4,144,2,0,0,sales,low,0,,15073,23500,,,,,,
0.52,0.63,5,241,3,0,0,sales,low,0,,22752,24500,,,,,,
0.86,0.63,3,271,2,0,0,sales,low,0,,16414,24500,,,,,,
0.86,0.95,4,184,3,0,0,sales,low,0,,23256,23500,,,,,,
0.76,0.58,3,262,2,0,0,sales,low,0,,21037,24500,,,,,,
0.79,0.77,6,233,6,0,0,sales,low,0,,15602,23500,,,,,,
0.35,0.52,3,155,3,0,0,sales,low,0,,19085,24500,,,,,,
1,0.97,5,141,2,0,0,accounting,medium,0,,32158,43000,,,,,,
0.2,0.8,6,251,5,0,0,accounting,medium,0,,34797,43000,,,,,,
0.57,0.62,5,141,3,0,0,accounting,medium,0,,28823,50000,,,,,,
0.23,0.46,4,274,5,1,0,hr,medium,0,,42427,50000,,,,,,
0.82,0.97,3,160,2,0,0,hr,medium,0,,46836,50000,,,,,,
0.98,0.8,3,166,2,0,0,hr,medium,0,,42202,56000,,,,,,
0.52,0.7,4,219,3,0,0,hr,medium,0,,42938,50000,,,,,,
0.96,0.61,4,158,6,0,0,technical,medium,0,,27231,50000,,,,,,
0.69,0.64,4,190,4,0,0,technical,medium,0,,45736,43000,,,,,,
0.92,0.77,5,191,2,0,0,technical,medium,0,,44645,56000,,,,,,
0.91,0.43,4,117,5,1,0,technical,medium,0,,32454,43000,,,,,,
0.85,0.96,4,240,6,0,0,technical,medium,0,,46522,50000,,,,,,
0.91,0.77,4,239,2,0,0,technical,medium,0,,43072,43000,,,,,,
0.79,0.55,4,145,3,0,0,technical,medium,0,,46828,43000,,,,,,
0.74,0.95,3,157,4,0,0,technical,medium,0,,42726,56000,,,,,,
0.73,0.72,3,166,3,0,0,technical,medium,0,,45333,56000,,,,,,
0.55,0.98,4,137,2,0,0,technical,medium,0,,26695,43000,,,,,,
0.79,0.97,5,208,4,1,0,technical,medium,0,,28594,50000,,,,,,
0.53,0.51,4,174,2,0,0,support,medium,0,,28800,43000,,,,,,
0.7,0.6,3,267,3,0,0,support,medium,0,,31293,56000,,,,,,
0.74,0.56,3,125,6,0,0,support,medium,0,,42356,56000,,,,,,
0.95,0.76,4,220,3,0,0,support,medium,0,,33850,56000,,,,,,
0.49,0.57,4,141,3,0,0,support,medium,0,,27532,50000,,,,,,
0.79,0.9,5,146,3,1,0,support,high,0,,73019,85000,,,,,,
0.99,0.86,3,166,2,0,0,support,low,0,,24968,23500,,,,,,
0.56,0.79,4,197,2,0,0,support,medium,0,,35089,43000,,,,,,
0.7,0.79,4,240,2,0,0,support,medium,0,,39522,50000,,,,,,
0.93,0.65,4,258,3,0,0,support,medium,0,,33576,50000,,,,,,
0.46,0.66,6,229,3,0,0,support,medium,0,,44866,50000,,,,,,
0.24,0.61,5,252,4,0,0,technical,medium,0,,30167,50000,,,,,,
0.32,0.41,3,138,3,1,0,technical,medium,0,,33899,50000,,,,,,
0.5,0.78,4,208,3,1,0,technical,medium,0,,30420,56000,,,,,,
0.58,0.72,3,113,3,1,0,management,medium,0,,32105,43000,,,,,,
0.83,0.81,4,209,4,0,0,IT,medium,0,,39195,56000,,,,,,
0.57,0.42,2,248,4,0,0,IT,medium,0,,40202,56000,,,,,,
0.51,0.83,5,161,3,0,0,IT,low,0,,17474,25500,,,,,,
0.65,0.96,2,246,2,1,0,IT,low,0,,17629,25500,,,,,,
0.52,0.41,3,283,3,0,0,IT,low,0,,22660,24500,,,,,,
0.77,0.7,3,145,2,0,0,product_mng,low,0,,14060,24500,,,,,,
0.42,0.77,3,270,3,0,0,product_mng,low,0,,21236,24500,,,,,,
0.68,0.79,4,273,4,0,0,product_mng,low,0,,18508,23500,,,,,,
0.83,0.92,4,187,6,1,0,product_mng,low,0,,17181,24500,,,,,,
0.66,0.63,3,166,3,0,0,IT,high,0,,64654,90000,,,,,,
0.75,0.57,3,158,2,1,0,RandD,low,0,,24496,24500,,,,,,
0.65,0.48,4,229,3,0,0,RandD,high,0,,80956,80000,,,,,,
0.49,0.6,3,191,3,1,0,RandD,high,0,,67173,90000,,,,,,
0.77,0.96,3,232,2,1,0,RandD,low,0,,15750,24500,,,,,,
0.65,0.97,3,198,3,0,0,RandD,low,0,,15622,24500,,,,,,
0.65,0.49,5,238,4,0,0,marketing,high,0,,52754,80000,,,,,,
0.44,0.58,2,157,2,0,0,sales,low,0,,24126,24500,,,,,,
0.61,0.72,4,134,2,0,0,accounting,medium,0,,39246,43000,,,,,,
0.98,0.89,3,150,3,0,0,support,high,0,,66850,85000,,,,,,
0.68,0.88,5,256,2,0,0,technical,medium,0,,39054,43000,,,,,,
0.58,0.5,3,208,3,0,0,management,medium,0,,46931,43000,,,,,,
0.81,0.92,3,136,3,0,0,marketing,medium,0,,28775,43000,,,,,,
0.76,0.5,4,136,3,0,0,marketing,medium,0,,46576,43000,,,,,,
0.14,0.93,4,180,4,0,0,marketing,high,0,,66559,85000,,,,,,
0.49,0.91,3,227,3,0,0,sales,medium,0,,47042,50000,,,,,,
0.97,0.78,5,156,3,0,0,sales,medium,0,,44429,50000,,,,,,
0.91,0.6,4,133,4,1,0,sales,medium,0,,47213,56000,,,,,,
0.15,0.98,2,96,2,0,0,sales,high,0,,78943,80000,,,,,,
0.82,0.63,3,171,3,0,0,sales,medium,0,,42623,56000,,,,,,
0.67,0.87,3,177,4,0,0,sales,high,0,,51745,85000,,,,,,
0.5,0.96,4,274,3,0,0,sales,low,0,,18956,25500,,,,,,
0.57,0.39,2,145,3,0,0,sales,medium,0,,32701,56000,,,,,,
0.99,0.94,5,221,2,0,0,sales,medium,0,,47796,50000,,,,,,
0.97,0.94,3,202,2,0,0,sales,medium,0,,45143,50000,,,,,,
0.93,0.58,5,238,2,0,0,sales,medium,0,,32179,56000,,,,,,
0.62,0.6,4,170,2,0,0,sales,low,0,,18799,23500,,,,,,
0.62,0.51,4,208,2,1,0,sales,low,0,,19120,24500,,,,,,
0.96,0.61,4,199,3,0,0,sales,low,0,,23177,25500,,,,,,
0.98,0.96,4,253,3,0,0,sales,low,0,,14971,25500,,,,,,
0.52,0.57,4,239,3,0,0,sales,low,0,,20488,24500,,,,,,
0.56,0.77,5,279,4,0,0,sales,low,0,,15049,23500,,,,,,
0.14,0.41,6,114,3,0,0,sales,low,0,,15808,24500,,,,,,
0.29,0.38,6,105,5,0,0,sales,low,0,,22436,24500,,,,,,
0.76,0.81,4,193,3,1,0,accounting,low,0,,16400,23500,,,,,,
0.39,0.58,3,152,3,1,0,accounting,low,0,,21235,23500,,,,,,
0.96,0.72,4,228,2,0,0,accounting,high,0,,70317,85000,,,,,,
0.84,0.93,3,242,4,0,0,hr,low,0,,21175,25500,,,,,,
0.81,0.62,4,197,3,0,0,hr,low,0,,14324,23500,,,,,,
0.51,0.51,5,222,4,0,0,hr,low,0,,18298,25500,,,,,,
0.87,0.75,3,222,3,0,0,hr,low,0,,17736,25500,,,,,,
0.94,0.77,5,233,4,0,0,technical,high,0,,53420,90000,,,,,,
0.69,0.97,4,264,3,0,0,technical,low,0,,14822,23500,,,,,,
0.44,0.53,3,132,3,1,0,technical,low,0,,21789,25500,,,,,,
0.85,0.55,5,182,3,0,0,technical,low,0,,20285,25500,,,,,,
0.18,0.86,6,264,3,0,0,technical,high,0,,75015,85000,,,,,,
0.91,0.74,6,253,2,0,0,technical,low,0,,14351,25500,,,,,,
0.81,0.83,3,193,3,0,0,technical,medium,0,,42844,43000,,,,,,
0.82,0.59,5,143,2,1,0,technical,high,0,,61348,90000,,,,,,
0.48,0.79,3,180,2,0,0,technical,medium,0,,48938,50000,,,,,,
0.92,0.84,3,220,3,1,0,technical,high,0,,64383,85000,,,,,,
0.94,0.88,5,150,4,0,0,technical,medium,0,,35889,43000,,,,,,
1,0.56,3,182,3,0,0,support,medium,0,,29517,50000,,,,,,
0.96,0.91,3,257,3,0,0,support,medium,0,,26869,56000,,,,,,
0.24,0.74,3,269,4,1,0,support,medium,0,,28692,43000,,,,,,
0.62,0.89,5,243,3,0,0,support,medium,0,,34267,56000,,,,,,
0.55,0.76,4,257,3,0,0,support,medium,0,,46237,50000,,,,,,
0.82,0.52,5,233,2,0,0,support,medium,0,,36968,43000,,,,,,
0.62,0.56,4,267,4,0,0,support,medium,0,,49604,50000,,,,,,
0.61,0.69,4,160,2,1,0,support,high,0,,76233,80000,,,,,,
0.72,0.52,3,143,4,1,0,support,low,0,,23917,23500,,,,,,
0.45,0.76,4,143,2,1,0,support,medium,0,,31133,56000,,,,,,
0.51,0.93,3,162,4,0,0,support,medium,0,,27624,43000,,,,,,
0.42,0.53,3,181,5,0,0,technical,medium,0,,39372,50000,,,,,,
0.69,0.64,3,286,3,0,0,technical,medium,0,,34913,50000,,,,,,
0.61,0.66,2,111,3,0,0,technical,medium,0,,34608,50000,,,,,,
0.5,0.98,5,177,4,0,0,management,medium,0,,48471,50000,,,,,,
0.25,0.68,4,279,5,1,0,IT,medium,0,,49969,43000,,,,,,
0.88,0.89,4,135,3,0,0,IT,medium,0,,36749,50000,,,,,,
0.81,0.66,3,160,2,0,0,IT,medium,0,,31980,56000,,,,,,
0.75,0.77,3,178,4,0,0,IT,high,0,,79477,80000,,,,,,
0.77,0.8,3,147,3,0,0,IT,low,0,,19162,23500,,,,,,
0.55,0.72,3,204,2,0,0,product_mng,low,0,,21157,23500,,,,,,
0.7,0.73,5,151,2,0,0,product_mng,low,0,,16758,23500,,,,,,
0.96,0.78,3,209,2,0,0,product_mng,high,0,,55785,90000,,,,,,
0.18,0.73,6,225,4,0,0,product_mng,low,0,,16046,24500,,,,,,
0.22,0.62,6,142,3,0,0,IT,low,0,,16956,25500,,,,,,
0.95,0.49,3,158,2,0,0,RandD,low,0,,17354,24500,,,,,,
0.37,0.71,2,139,4,0,0,RandD,high,0,,52522,80000,,,,,,
0.84,0.45,3,263,2,0,0,RandD,low,0,,17545,24500,,,,,,
0.8,0.68,3,160,3,0,0,RandD,low,0,,23632,25500,,,,,,
0.57,0.55,2,173,2,0,0,RandD,low,0,,15871,23500,,,,,,
0.98,0.63,3,169,2,0,0,marketing,low,0,,16209,23500,,,,,,
0.95,0.62,3,161,3,0,0,sales,low,0,,14063,23500,,,,,,
0.8,0.65,4,172,3,1,0,accounting,low,0,,21791,24500,,,,,,
0.52,0.7,3,257,3,0,0,support,low,0,,16648,23500,,,,,,
0.31,0.62,2,139,3,0,0,technical,medium,0,,47591,50000,,,,,,
0.71,0.59,5,245,2,0,0,management,medium,0,,27637,43000,,,,,,
0.71,0.85,3,260,3,0,0,marketing,medium,0,,37957,56000,,,,,,
0.5,0.96,5,229,4,0,0,marketing,medium,0,,39237,50000,,,,,,
0.95,0.9,2,129,5,0,0,marketing,medium,0,,33648,56000,,,,,,
0.95,0.77,3,184,4,0,0,sales,medium,0,,34224,56000,,,,,,
0.65,0.85,4,204,3,0,0,sales,medium,0,,42887,43000,,,,,,
0.94,0.72,3,152,2,1,0,sales,medium,0,,47346,56000,,,,,,
0.72,0.85,4,142,3,0,0,sales,medium,0,,32518,43000,,,,,,
0.94,0.79,4,136,2,0,0,sales,medium,0,,29103,50000,,,,,,
0.79,0.94,4,216,4,0,0,sales,medium,0,,48544,43000,,,,,,
0.6,0.58,3,201,3,0,0,sales,medium,0,,47774,50000,,,,,,
0.62,0.76,4,163,3,0,0,sales,high,0,,62830,80000,,,,,,
0.94,0.74,4,224,5,0,0,sales,low,0,,23853,25500,,,,,,
0.24,0.5,4,209,3,0,0,sales,medium,0,,37226,56000,,,,,,
0.17,0.71,5,257,4,1,0,sales,medium,0,,47811,43000,,,,,,
0.66,0.83,4,234,4,0,0,sales,medium,0,,48825,43000,,,,,,
0.65,0.56,3,221,2,0,0,sales,medium,0,,46791,43000,,,,,,
0.51,0.62,2,186,2,0,0,sales,low,0,,17042,23500,,,,,,
0.41,0.75,4,199,3,0,0,sales,low,0,,14921,24500,,,,,,
0.98,0.99,3,235,3,0,0,sales,low,0,,21901,24500,,,,,,
0.96,0.55,5,211,2,0,0,sales,low,0,,14331,24500,,,,,,
0.55,0.97,4,136,4,0,0,sales,low,0,,17551,24500,,,,,,
0.99,0.71,4,155,3,0,0,sales,low,0,,21457,23500,,,,,,
0.51,0.98,4,269,3,0,0,accounting,low,0,,15225,25500,,,,,,
0.74,0.9,3,285,3,0,0,accounting,low,0,,14510,23500,,,,,,
0.81,0.87,5,241,3,0,0,accounting,low,0,,18348,23500,,,,,,
0.51,0.87,3,180,4,0,0,hr,low,0,,17363,23500,,,,,,
0.53,0.55,5,224,2,1,0,hr,low,0,,16990,24500,,,,,,
0.67,0.48,6,107,2,1,0,hr,low,0,,15770,24500,,,,,,
0.68,0.64,2,167,2,0,0,hr,low,0,,18279,25500,,,,,,
0.69,0.63,3,137,3,0,0,technical,low,0,,21853,24500,,,,,,
0.71,0.65,4,239,3,0,0,technical,low,0,,14958,25500,,,,,,
0.64,0.56,3,239,3,0,0,technical,low,0,,24704,23500,,,,,,
0.62,0.58,3,148,2,1,0,technical,low,0,,14039,25500,,,,,,
0.81,0.5,4,231,3,1,0,technical,low,0,,24249,24500,,,,,,
0.84,0.54,4,179,2,0,0,technical,low,0,,15467,24500,,,,,,
1,0.67,3,181,2,0,0,technical,low,0,,20727,24500,,,,,,
0.72,0.73,5,184,4,1,0,technical,low,0,,21938,25500,,,,,,
0.57,0.67,3,207,2,0,0,technical,medium,0,,43793,50000,,,,,,
0.73,0.99,4,152,4,0,0,technical,medium,0,,48526,56000,,,,,,
0.91,0.59,4,133,4,0,0,technical,medium,0,,44798,56000,,,,,,
0.98,0.85,4,178,3,0,0,support,medium,0,,41172,50000,,,,,,
0.58,0.95,4,173,3,0,0,support,medium,0,,34062,56000,,,,,,
0.73,0.52,2,113,5,1,0,support,medium,0,,47581,56000,,,,,,
0.96,0.95,3,236,2,0,0,support,medium,0,,47537,43000,,,,,,
0.57,0.98,3,188,5,0,0,support,medium,0,,38512,56000,,,,,,
0.77,0.73,3,269,2,0,0,support,medium,0,,37201,43000,,,,,,
0.3,0.85,2,203,3,0,0,support,medium,0,,38746,56000,,,,,,
0.85,0.75,3,214,3,0,0,support,medium,0,,42973,56000,,,,,,
0.49,0.83,2,185,6,0,0,support,medium,0,,33288,43000,,,,,,
0.77,0.43,4,265,6,0,0,support,high,0,,53960,85000,,,,,,
1,0.99,4,184,4,0,0,support,low,0,,16329,25500,,,,,,
0.85,0.74,3,157,3,0,0,technical,medium,0,,27894,56000,,,,,,
0.87,0.75,3,258,3,0,0,technical,medium,0,,47070,56000,,,,,,
0.9,0.79,3,222,6,1,0,technical,medium,0,,41431,56000,,,,,,
0.71,0.8,5,248,4,0,0,management,medium,0,,27587,50000,,,,,,
0.59,0.56,5,162,4,0,0,IT,low,0,,23980,24500,,,,,,
0.85,0.74,3,250,3,1,0,IT,low,0,,15822,23500,,,,,,
0.72,0.82,4,231,3,0,0,IT,low,0,,23061,25500,,,,,,
0.73,0.65,3,165,3,0,0,IT,low,0,,14719,25500,,,,,,
0.9,0.54,3,272,2,0,0,IT,low,0,,16654,25500,,,,,,
0.59,0.65,4,177,2,0,0,product_mng,low,0,,14330,25500,,,,,,
0.52,0.9,3,133,3,0,0,product_mng,low,0,,17867,24500,,,,,,
0.85,0.49,4,159,3,0,0,product_mng,low,0,,16058,24500,,,,,,
0.35,0.4,3,130,3,0,0,product_mng,low,0,,22814,25500,,,,,,
0.7,0.68,3,185,4,0,0,IT,low,0,,24476,24500,,,,,,
0.58,0.86,3,182,3,0,0,RandD,low,0,,24337,24500,,,,,,
0.89,0.5,2,238,4,0,0,RandD,low,0,,15792,23500,,,,,,
0.54,0.63,3,211,3,0,0,RandD,low,0,,14424,23500,,,,,,
0.55,0.89,4,209,3,0,0,RandD,low,0,,17122,24500,,,,,,
0.77,0.62,5,190,3,0,0,RandD,low,0,,23848,25500,,,,,,
0.55,0.61,4,272,4,1,0,marketing,low,0,,22791,24500,,,,,,
0.6,0.77,3,202,3,0,0,sales,low,0,,16063,24500,,,,,,
0.75,0.9,4,185,3,0,0,accounting,low,0,,20277,25500,,,,,,
0.57,0.88,3,176,3,0,0,support,low,0,,16030,24500,,,,,,
0.69,0.94,4,239,3,0,0,technical,low,0,,15365,25500,,,,,,
0.87,0.98,4,238,3,1,0,management,low,0,,22123,24500,,,,,,
0.69,0.36,5,269,6,1,0,marketing,medium,0,,43874,50000,,,,,,
0.58,0.92,3,232,5,0,0,marketing,medium,0,,36240,43000,,,,,,
0.87,0.64,2,148,6,1,0,marketing,medium,0,,41712,56000,,,,,,
0.71,0.77,3,149,2,0,0,sales,medium,0,,47172,50000,,,,,,
0.74,0.78,4,203,2,0,0,sales,medium,0,,34674,43000,,,,,,
0.75,0.53,5,235,3,0,0,sales,medium,0,,49131,50000,,,,,,
0.5,0.54,2,269,2,1,0,sales,medium,0,,28616,56000,,,,,,
0.59,0.86,4,260,2,0,0,sales,medium,0,,39916,56000,,,,,,
0.81,0.84,3,216,3,0,0,sales,medium,0,,26620,50000,,,,,,
0.34,0.55,3,136,2,1,0,sales,medium,0,,38225,50000,,,,,,
0.53,0.87,5,158,3,0,0,sales,medium,0,,38322,56000,,,,,,
0.94,0.85,4,180,4,0,0,sales,medium,0,,42256,56000,,,,,,
0.76,0.77,5,133,2,0,0,sales,high,0,,67744,85000,,,,,,
0.2,0.58,5,199,4,0,0,sales,low,0,,22263,23500,,,,,,
0.97,0.67,3,169,2,1,0,sales,medium,0,,28904,56000,,,,,,
0.96,0.72,3,195,2,0,0,sales,medium,0,,33340,43000,,,,,,
0.81,0.5,5,205,3,0,0,sales,medium,0,,43226,56000,,,,,,
0.2,0.48,4,156,4,1,0,sales,medium,0,,46217,56000,,,,,,
0.53,0.71,3,125,2,1,0,sales,low,0,,20196,23500,,,,,,
0.75,0.76,3,171,4,0,0,sales,low,0,,14042,25500,,,,,,
0.55,0.91,4,199,3,0,0,sales,low,0,,21804,23500,,,,,,
0.58,0.65,5,187,2,0,0,sales,low,0,,21356,24500,,,,,,
0.99,0.64,4,218,4,0,0,accounting,low,0,,15403,23500,,,,,,
0.96,0.86,4,268,3,0,0,accounting,low,0,,15447,25500,,,,,,
0.82,0.92,3,257,2,0,0,accounting,low,0,,20396,25500,,,,,,
0.88,0.77,4,224,5,1,0,hr,low,0,,21323,25500,,,,,,
0.78,0.97,4,221,4,0,0,hr,low,0,,21094,23500,,,,,,
0.46,0.47,6,101,5,0,0,hr,low,0,,18201,24500,,,,,,
0.88,0.59,3,224,2,0,0,hr,low,0,,23039,25500,,,,,,
0.91,0.55,3,223,4,1,0,technical,low,0,,17637,25500,,,,,,
0.6,0.68,4,271,4,0,0,technical,low,0,,18875,25500,,,,,,
0.82,0.51,3,210,2,0,0,technical,low,0,,17801,25500,,,,,,
0.67,0.56,4,241,3,0,0,technical,low,0,,23315,24500,,,,,,
0.55,0.61,3,209,3,0,0,technical,low,0,,24156,23500,,,,,,
0.73,0.62,5,186,4,0,0,technical,low,0,,24855,23500,,,,,,
0.59,0.68,4,273,2,0,0,technical,low,0,,16970,24500,,,,,,
0.4,0.65,6,172,2,1,0,technical,low,0,,20543,25500,,,,,,
0.56,0.99,3,209,2,0,0,technical,low,0,,24126,23500,,,,,,
0.87,0.57,4,175,2,1,0,technical,low,0,,18217,23500,,,,,,
0.5,0.53,5,239,3,0,0,technical,medium,0,,38116,56000,,,,,,
0.98,0.79,4,231,4,0,0,support,medium,0,,34456,50000,,,,,,
0.71,0.96,4,131,3,0,0,support,medium,0,,37730,50000,,,,,,
0.72,0.89,4,217,3,0,0,support,medium,0,,27220,56000,,,,,,
0.5,0.83,4,242,2,0,0,support,medium,0,,40012,43000,,,,,,
0.89,0.56,3,224,2,0,0,support,medium,0,,49110,56000,,,,,,
0.56,0.68,3,208,3,1,0,support,medium,0,,42220,43000,,,,,,
0.32,0.55,4,167,5,0,0,support,medium,0,,45928,43000,,,,,,
0.96,0.88,5,269,2,0,0,support,medium,0,,27703,43000,,,,,,
0.67,0.92,4,156,2,0,0,support,medium,0,,27541,43000,,,,,,
0.26,0.7,3,238,6,0,0,support,medium,0,,35646,43000,,,,,,
0.51,0.9,5,193,4,0,0,support,medium,0,,38676,50000,,,,,,
0.16,0.78,4,196,5,0,0,technical,high,0,,58984,90000,,,,,,
0.77,0.71,5,233,2,0,0,technical,low,0,,24107,24500,,,,,,
0.67,0.52,2,152,5,0,0,technical,medium,0,,37388,43000,,,,,,
0.36,0.77,4,252,2,0,0,management,medium,0,,37793,56000,,,,,,
0.69,0.82,3,262,5,1,0,IT,medium,0,,36534,43000,,,,,,
0.72,0.76,3,261,4,0,0,IT,medium,0,,31698,43000,,,,,,
0.72,0.81,4,144,2,0,0,IT,low,0,,21582,23500,,,,,,
0.88,0.95,4,234,3,0,0,IT,low,0,,23758,24500,,,,,,
0.91,0.55,2,234,2,0,0,IT,low,0,,20576,23500,,,,,,
0.96,0.6,4,170,2,1,0,product_mng,low,0,,23373,25500,,,,,,
0.49,0.8,3,238,4,0,0,product_mng,low,0,,24177,25500,,,,,,
0.59,0.97,5,242,3,0,0,product_mng,low,0,,24013,24500,,,,,,
0.8,0.87,4,209,3,0,0,product_mng,low,0,,17142,23500,,,,,,
0.91,0.67,4,206,3,0,0,IT,low,0,,24620,24500,,,,,,
0.18,0.79,4,240,5,0,0,RandD,low,0,,15596,25500,,,,,,
0.94,0.58,5,215,2,0,0,RandD,low,0,,22520,24500,,,,,,
0.44,0.61,3,147,4,0,0,RandD,low,0,,20219,25500,,,,,,
0.96,0.59,2,265,2,0,0,RandD,low,0,,20785,23500,,,,,,
0.55,0.97,4,162,3,0,0,RandD,low,0,,24890,25500,,,,,,
0.99,0.54,4,239,3,0,0,marketing,low,0,,21292,23500,,,,,,
0.75,0.88,3,224,2,0,0,sales,low,0,,14664,25500,,,,,,
0.66,0.78,4,256,3,0,0,accounting,low,0,,23312,24500,,,,,,
0.96,0.57,3,263,3,0,0,support,low,0,,18913,25500,,,,,,
0.6,0.86,6,272,4,0,0,technical,low,0,,16296,23500,,,,,,
0.64,0.78,4,159,4,0,0,management,medium,0,,39462,43000,,,,,,
0.85,0.8,4,219,2,0,0,marketing,medium,0,,29787,43000,,,,,,
0.3,0.53,3,210,6,0,0,marketing,medium,0,,44729,43000,,,,,,
0.74,0.95,4,237,3,1,0,marketing,medium,0,,35064,43000,,,,,,
0.14,0.8,5,226,3,0,0,sales,medium,0,,31176,56000,,,,,,
0.93,0.76,3,212,3,0,0,sales,medium,0,,43398,43000,,,,,,
0.75,0.48,3,250,5,0,0,sales,medium,0,,34189,56000,,,,,,
0.58,0.63,4,171,3,0,0,sales,medium,0,,48061,50000,,,,,,
0.59,0.6,3,149,4,0,0,sales,medium,0,,26464,50000,,,,,,
0.2,0.9,5,228,6,0,0,sales,medium,0,,28281,43000,,,,,,
1,0.84,3,215,2,0,0,sales,medium,0,,31785,43000,,,,,,
0.51,0.51,3,272,3,0,0,sales,medium,0,,44116,50000,,,,,,
0.16,0.72,4,192,6,0,0,sales,high,0,,79029,90000,,,,,,
0.77,0.56,5,226,4,0,0,sales,low,0,,22785,25500,,,,,,
0.61,0.47,2,149,3,0,0,sales,medium,0,,44290,56000,,,,,,
0.73,0.51,3,244,2,0,0,sales,medium,0,,27669,43000,,,,,,
0.52,0.85,4,193,3,0,0,sales,medium,0,,47702,56000,,,,,,
0.13,0.72,4,247,3,0,0,sales,medium,0,,29292,43000,,,,,,
0.73,0.62,3,181,3,0,0,sales,low,0,,18350,23500,,,,,,
0.39,0.68,2,137,3,1,0,sales,low,0,,20503,25500,,,,,,
0.92,0.8,3,211,4,0,0,sales,low,0,,21240,24500,,,,,,
0.34,0.78,5,137,4,0,0,sales,low,0,,19489,25500,,,,,,
0.94,0.51,4,229,2,1,0,sales,low,0,,21821,23500,,,,,,
